iteration,goal_sampled,candidate_count,chosen_idx,chosen_rank,accepted,rejection_reason,tree_nodes
121,False,72,"(5, 4, 4, 8, 5, 4)",7,True,,83
122,False,83,"(6, 5, 5, 5, 3, 6)",8,False,duplicate,83
123,False,0,,,False,invalid_random_target,83
124,False,0,,,False,invalid_random_target,83
125,False,31,"(4, 5, 7, 3, 4, 4)",5,True,,84
126,False,72,"(5, 4, 3, 7, 6, 5)",63,True,,85
127,False,0,,,False,invalid_random_target,85
128,False,71,"(4, 5, 5, 3, 5, 4)",7,True,,86
129,False,51,"(4, 5, 6, 6, 5, 4)",5,True,,87
130,False,83,"(6, 5, 5, 7, 4, 5)",9,True,,88
131,False,72,"(5, 4, 5, 7, 5, 4)",4,True,,89
132,False,83,"(7, 5, 5, 5, 5, 6)",62,True,,90
133,False,0,,,False,invalid_random_target,90
134,False,81,"(3, 6, 5, 7, 3, 3)",20,True,,91
135,False,0,,,False,invalid_random_target,91
136,False,0,,,False,invalid_random_target,91
137,False,72,"(4, 5, 4, 3, 2, 4)",4,True,,92
138,False,83,"(4, 5, 3, 7, 5, 4)",3,True,,93
139,False,83,"(5, 5, 5, 3, 5, 5)",66,True,,94
140,False,0,,,False,invalid_random_target,94
141,False,84,"(4, 5, 6, 2, 3, 4)",29,True,,95
142,False,82,"(5, 5, 5, 5, 5, 6)",1,True,,96
143,False,72,"(4, 4, 4, 3, 3, 4)",12,True,,97
144,False,0,,,False,invalid_random_target,97
145,False,71,"(5, 5, 5, 6, 3, 4)",7,False,duplicate,97
146,False,71,"(4, 5, 4, 3, 4, 4)",39,True,,98
147,False,62,"(3, 6, 7, 8, 1, 2)",2,False,duplicate,98
148,False,83,"(4, 5, 3, 7, 5, 4)",3,False,duplicate,98
149,False,84,"(4, 5, 5, 3, 3, 4)",7,False,duplicate,98
150,False,0,,,False,invalid_random_target,98
151,False,0,,,False,invalid_random_target,98
152,False,84,"(5, 6, 5, 6, 4, 5)",57,True,,99
153,False,0,,,False,invalid_random_target,99
154,False,63,"(3, 4, 5, 4, 2, 4)",7,True,,100
155,False,84,"(3, 6, 5, 2, 3, 5)",39,True,,101
156,False,63,"(4, 4, 6, 3, 5, 4)",5,True,,102
157,False,83,"(5, 5, 6, 5, 2, 6)",6,True,,103
158,True,65,"(2, 6, 6, 8, 1, 2)",1,True,,104
159,False,0,,,False,invalid_random_target,104
160,False,72,"(5, 4, 3, 7, 8, 5)",72,True,,105
161,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,105
162,False,72,"(4, 4, 3, 2, 2, 5)",63,True,,106
163,False,0,,,False,invalid_random_target,106
164,False,0,,,False,invalid_random_target,106
165,False,44,"(4, 5, 6, 4, 4, 4)",2,True,,107
166,False,82,"(4, 5, 5, 6, 4, 2)",6,True,,108
167,True,65,"(3, 6, 7, 8, 0, 3)",44,True,,109
168,False,70,"(5, 4, 6, 3, 2, 4)",37,True,,110
169,False,62,"(3, 5, 6, 4, 2, 4)",7,True,,111
170,False,84,"(4, 7, 5, 3, 3, 4)",8,True,,112
171,False,82,"(3, 5, 4, 6, 5, 3)",38,True,,113
172,False,0,,,False,invalid_random_target,113
173,False,63,"(3, 4, 5, 4, 2, 4)",7,False,duplicate,113
174,False,63,"(5, 4, 6, 3, 4, 4)",3,True,,114
175,False,82,"(8, 5, 5, 5, 4, 6)",44,True,,115
176,False,62,"(3, 4, 5, 3, 2, 5)",61,True,,116
177,False,0,,,False,invalid_random_target,116
178,False,63,"(3, 4, 5, 4, 1, 5)",5,True,,117
179,False,71,"(4, 4, 6, 3, 5, 4)",9,False,duplicate,117
180,False,0,,,False,invalid_random_target,117
181,False,84,"(4, 7, 5, 4, 3, 3)",5,True,,118
182,False,83,"(3, 6, 5, 2, 4, 4)",38,True,,119
183,True,65,"(3, 6, 7, 8, 0, 1)",43,True,,120
184,False,71,"(4, 4, 6, 4, 6, 4)",8,False,duplicate,120
185,False,0,,,False,invalid_random_target,120
186,False,71,"(5, 4, 3, 2, 2, 4)",35,True,,121
187,False,31,"(4, 4, 6, 3, 4, 3)",8,True,,122
188,False,0,,,False,invalid_random_target,122
189,False,0,,,False,invalid_random_target,122
190,False,63,"(5, 4, 6, 3, 5, 3)",9,True,,123
191,False,82,"(3, 5, 4, 7, 4, 5)",1,True,,124
192,False,0,,,False,invalid_random_target,124
193,False,0,,,False,invalid_random_target,124
194,False,0,,,False,invalid_random_target,124
195,False,72,"(4, 4, 4, 7, 7, 4)",48,True,,125
196,True,65,"(2, 6, 7, 9, 1, 2)",3,True,,126
197,False,83,"(5, 5, 5, 3, 3, 5)",7,True,,127
198,True,65,"(4, 6, 8, 8, 1, 2)",52,True,,128
199,False,82,"(3, 5, 3, 7, 7, 5)",82,True,,129
200,False,83,"(6, 5, 5, 3, 6, 5)",75,True,,130
201,False,69,"(5, 4, 5, 7, 2, 2)",54,True,,131
202,False,0,,,False,invalid_random_target,131
203,True,65,"(3, 6, 7, 8, 0, 2)",9,True,,132
204,False,71,"(4, 4, 6, 3, 5, 4)",9,False,duplicate,132
205,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,132
206,False,84,"(3, 7, 5, 3, 3, 4)",27,True,,133
207,False,83,"(5, 5, 6, 7, 4, 5)",4,True,,134
208,False,83,"(6, 5, 5, 4, 6, 4)",6,True,,135
209,False,83,"(5, 5, 6, 5, 2, 6)",6,False,duplicate,135
210,True,65,"(3, 6, 7, 8, 1, 1)",11,True,,136
211,False,83,"(3, 7, 5, 3, 2, 3)",12,True,,137
212,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,137
213,False,0,,,False,invalid_random_target,137
214,False,82,"(3, 5, 4, 7, 4, 5)",1,False,duplicate,137
215,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,137
216,False,84,"(4, 6, 5, 1, 4, 4)",82,True,,138
217,False,72,"(4, 4, 5, 2, 2, 4)",19,True,,139
218,False,83,"(6, 5, 5, 6, 2, 5)",4,True,,140
219,False,0,,,False,invalid_random_target,140
220,False,0,,,False,invalid_random_target,140
221,False,0,,,False,invalid_random_target,140
222,False,0,,,False,invalid_random_target,140
223,False,63,"(2, 4, 5, 4, 2, 5)",4,True,,141
224,False,55,"(4, 4, 6, 5, 4, 3)",4,True,,142
225,False,83,"(3, 6, 3, 2, 3, 5)",71,True,,143
226,False,62,"(4, 4, 6, 3, 2, 3)",8,True,,144
227,False,83,"(3, 7, 5, 3, 3, 5)",8,True,,145
228,False,82,"(3, 6, 3, 7, 6, 5)",5,True,,146
229,False,0,,,False,invalid_random_target,146
230,False,0,,,False,invalid_random_target,146
231,False,51,"(4, 5, 6, 6, 4, 5)",3,True,,147
232,False,0,,,False,invalid_random_target,147
233,False,71,"(5, 4, 3, 7, 7, 4)",4,True,,148
234,False,81,"(5, 5, 5, 6, 1, 5)",6,True,,149
235,False,83,"(6, 5, 7, 3, 6, 5)",29,True,,150
236,False,71,"(5, 4, 3, 8, 7, 5)",6,True,,151
237,False,71,"(4, 4, 5, 3, 6, 3)",32,True,,152
238,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,152
239,False,83,"(6, 5, 5, 5, 2, 4)",5,True,,153
240,False,83,"(3, 6, 6, 2, 4, 5)",42,True,,154
241,False,0,,,False,invalid_random_target,154
242,False,83,"(7, 5, 5, 4, 6, 3)",53,True,,155
243,False,45,"(3, 5, 5, 7, 2, 2)",4,True,,156
244,False,75,"(3, 6, 4, 7, 5, 5)",1,True,,157
245,False,75,"(3, 6, 4, 7, 5, 5)",1,False,duplicate,157
246,False,78,"(5, 5, 7, 3, 6, 4)",9,True,,158
247,False,72,"(4, 4, 5, 3, 2, 4)",2,False,duplicate,158
248,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,158
249,False,82,"(7, 5, 6, 4, 5, 3)",7,True,,159
250,False,0,,,False,invalid_random_target,159
251,False,58,"(2, 4, 5, 5, 1, 5)",4,True,,160
252,False,82,"(3, 5, 4, 7, 6, 5)",2,True,,161
253,False,83,"(5, 5, 6, 7, 6, 5)",12,True,,162
254,False,70,"(7, 5, 6, 5, 4, 6)",5,True,,163
255,False,0,,,False,invalid_random_target,163
256,False,71,"(5, 4, 5, 7, 5, 5)",8,True,,164
257,False,82,"(5, 5, 5, 4, 6, 3)",2,True,,165
258,False,51,"(4, 4, 5, 7, 5, 5)",21,True,,166
259,False,52,"(3, 6, 7, 8, 0, 1)",18,False,duplicate,166
260,False,0,,,False,invalid_random_target,166
261,False,0,,,False,invalid_random_target,166
262,False,72,"(5, 4, 2, 7, 7, 3)",48,True,,167
263,False,77,"(5, 5, 6, 7, 5, 5)",7,True,,168
264,False,0,,,False,invalid_random_target,168
265,False,83,"(6, 6, 5, 3, 6, 4)",59,True,,169
266,False,83,"(5, 5, 5, 5, 2, 5)",1,True,,170
267,False,83,"(3, 5, 6, 6, 2, 4)",1,True,,171
268,False,0,,,False,invalid_random_target,171
269,False,83,"(6, 5, 5, 4, 6, 4)",15,False,duplicate,171
270,False,71,"(4, 5, 5, 3, 5, 4)",7,False,duplicate,171
271,False,0,,,False,invalid_random_target,171
272,False,0,,,False,invalid_random_target,171
273,False,68,"(5, 4, 5, 7, 2, 3)",11,False,duplicate,171
274,False,0,,,False,invalid_random_target,171
275,False,62,"(4, 6, 7, 8, 1, 3)",13,True,,172
276,False,36,"(2, 6, 7, 9, 2, 2)",7,True,,173
277,False,70,"(8, 5, 5, 4, 3, 6)",35,True,,174
278,False,83,"(3, 8, 5, 2, 3, 5)",78,True,,175
279,False,72,"(4, 4, 4, 7, 6, 3)",5,True,,176
280,False,0,,,False,invalid_random_target,176
281,False,83,"(3, 5, 4, 8, 4, 4)",15,True,,177
282,False,0,,,False,invalid_random_target,177
283,False,83,"(3, 6, 5, 7, 6, 5)",15,True,,178
284,False,82,"(3, 5, 4, 7, 4, 5)",1,False,duplicate,178
285,False,0,,,False,invalid_random_target,178
286,False,81,"(3, 6, 5, 2, 4, 6)",68,True,,179
287,False,81,"(6, 5, 4, 6, 3, 5)",64,True,,180
288,False,0,,,False,invalid_random_target,180
289,False,0,,,False,invalid_random_target,180
290,False,82,"(5, 5, 5, 4, 6, 3)",2,False,duplicate,180
291,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,180
292,False,80,"(4, 5, 5, 7, 1, 5)",4,True,,181
293,False,0,,,False,invalid_random_target,181
294,False,83,"(3, 6, 6, 3, 4, 6)",4,True,,182
295,False,0,,,False,invalid_random_target,182
296,False,72,"(4, 4, 4, 7, 6, 6)",53,True,,183
297,False,71,"(4, 4, 5, 3, 4, 4)",3,False,duplicate,183
298,False,81,"(3, 5, 6, 7, 1, 5)",4,True,,184
299,False,73,"(4, 6, 6, 6, 1, 2)",53,True,,185
300,False,83,"(5, 5, 6, 5, 2, 6)",6,False,duplicate,185
301,False,0,,,False,invalid_random_target,185
302,False,84,"(4, 7, 4, 5, 3, 3)",27,True,,186
303,False,78,"(5, 5, 7, 3, 5, 5)",3,True,,187
304,False,0,,,False,invalid_random_target,187
305,False,83,"(4, 5, 5, 4, 2, 4)",2,True,,188
306,False,83,"(3, 8, 5, 3, 3, 5)",7,True,,189
307,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,189
308,False,83,"(2, 6, 5, 7, 5, 5)",4,True,,190
309,False,31,"(4, 4, 6, 3, 4, 3)",8,False,duplicate,190
310,False,82,"(6, 5, 6, 4, 6, 3)",6,True,,191
311,False,82,"(7, 5, 6, 4, 4, 4)",27,True,,192
312,False,81,"(4, 5, 4, 7, 1, 6)",80,True,,193
313,False,71,"(4, 5, 3, 3, 2, 5)",5,True,,194
314,False,82,"(7, 4, 5, 5, 5, 6)",43,True,,195
315,False,72,"(4, 5, 4, 7, 5, 3)",14,True,,196
316,False,62,"(3, 6, 8, 8, 2, 2)",3,True,,197
317,False,83,"(3, 6, 6, 6, 6, 5)",37,True,,198
318,False,58,"(4, 4, 6, 3, 3, 2)",12,True,,199
319,False,83,"(5, 5, 5, 4, 7, 3)",69,True,,200
320,False,84,"(5, 7, 6, 3, 3, 4)",40,True,,201
321,False,0,,,False,invalid_random_target,201
322,False,82,"(7, 5, 6, 5, 5, 7)",77,True,,202
323,False,0,,,False,invalid_random_target,202
324,False,71,"(4, 4, 6, 4, 6, 4)",8,False,duplicate,202
325,False,75,"(3, 6, 3, 7, 5, 5)",7,True,,203
326,False,58,"(3, 4, 5, 5, 1, 4)",2,True,,204
327,False,0,,,False,invalid_random_target,204
328,False,83,"(4, 6, 5, 3, 4, 4)",1,True,,205
329,False,72,"(4, 4, 3, 3, 2, 4)",3,True,,206
330,False,83,"(6, 6, 5, 4, 5, 4)",1,True,,207
331,False,0,,,False,invalid_random_target,207
332,False,0,,,False,invalid_random_target,207
333,False,82,"(4, 5, 4, 7, 1, 4)",2,True,,208
334,False,72,"(4, 5, 4, 7, 6, 4)",4,True,,209
335,False,83,"(5, 5, 5, 4, 6, 5)",2,True,,210
336,False,75,"(3, 6, 3, 7, 4, 6)",33,True,,211
337,False,0,,,False,invalid_random_target,211
338,False,83,"(8, 4, 6, 5, 5, 6)",59,True,,212
339,True,65,"(3, 7, 7, 9, 1, 2)",23,True,,213
340,False,0,,,False,invalid_random_target,213
341,False,0,,,False,invalid_random_target,213
342,False,70,"(8, 5, 6, 4, 3, 5)",11,True,,214
343,False,83,"(3, 8, 5, 3, 3, 5)",7,False,duplicate,214
344,False,82,"(6, 5, 7, 4, 5, 3)",8,True,,215
345,False,0,,,False,invalid_random_target,215
346,False,0,,,False,invalid_random_target,215
347,False,0,,,False,invalid_random_target,215
348,True,65,"(3, 6, 6, 9, 1, 2)",29,False,duplicate,215
349,False,81,"(3, 6, 6, 6, 5, 4)",2,True,,216
350,True,65,"(4, 6, 6, 8, 1, 2)",51,True,,217
351,False,0,,,False,invalid_random_target,217
352,False,45,"(2, 4, 5, 8, 1, 2)",3,True,,218
353,False,71,"(4, 4, 5, 3, 5, 3)",11,True,,219
354,False,0,,,False,invalid_random_target,219
355,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,219
356,False,82,"(7, 5, 6, 5, 5, 5)",5,True,,220
357,True,65,"(3, 6, 6, 7, 1, 2)",28,True,,221
358,False,76,"(3, 6, 7, 8, 1, 2)",1,False,duplicate,221
359,False,84,"(6, 7, 6, 2, 3, 4)",83,True,,222
360,False,75,"(3, 6, 4, 7, 3, 6)",3,True,,223
361,False,51,"(4, 4, 6, 7, 4, 5)",4,True,,224
362,False,82,"(4, 7, 4, 7, 1, 4)",31,True,,225
363,False,81,"(3, 6, 6, 4, 4, 5)",1,True,,226
364,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,226
365,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,226
366,False,72,"(4, 4, 5, 7, 4, 4)",1,True,,227
367,False,82,"(4, 5, 3, 7, 1, 7)",81,True,,228
368,False,83,"(7, 6, 5, 2, 6, 4)",79,True,,229
369,False,82,"(3, 5, 3, 7, 8, 5)",73,True,,230
370,False,83,"(2, 5, 4, 6, 4, 3)",4,True,,231
371,False,72,"(5, 4, 3, 2, 3, 5)",54,True,,232
372,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,232
373,False,0,,,False,invalid_random_target,232
374,False,0,,,False,invalid_random_target,232
375,False,72,"(3, 5, 4, 7, 7, 4)",13,True,,233
376,False,83,"(3, 7, 5, 7, 1, 4)",1,True,,234
377,False,0,,,False,invalid_random_target,234
378,False,81,"(3, 6, 6, 6, 4, 5)",1,True,,235
379,False,83,"(2, 7, 5, 4, 3, 5)",5,True,,236
380,False,71,"(4, 4, 5, 2, 2, 5)",6,True,,237
381,False,0,,,False,invalid_random_target,237
382,False,51,"(4, 4, 6, 7, 4, 5)",4,False,duplicate,237
383,False,83,"(5, 5, 6, 4, 6, 3)",4,True,,238
384,False,82,"(2, 4, 5, 4, 2, 3)",8,True,,239
385,False,72,"(5, 4, 5, 2, 2, 4)",7,True,,240
386,False,83,"(5, 4, 5, 5, 5, 6)",1,True,,241
387,False,0,,,False,invalid_random_target,241
388,False,69,"(5, 5, 6, 7, 2, 3)",7,True,,242
389,True,65,"(2, 6, 7, 7, 1, 2)",2,True,,243
390,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,243
391,False,72,"(4, 4, 3, 7, 6, 5)",22,True,,244
392,False,0,,,False,invalid_random_target,244
393,False,82,"(4, 5, 3, 7, 2, 6)",12,True,,245
394,False,75,"(3, 6, 3, 8, 5, 5)",6,True,,246
395,False,0,,,False,invalid_random_target,246
396,False,0,,,False,invalid_random_target,246
397,False,81,"(2, 5, 5, 6, 4, 2)",8,True,,247
398,False,0,,,False,invalid_random_target,247
399,False,62,"(2, 6, 5, 8, 5, 4)",10,True,,248
400,False,81,"(3, 5, 4, 7, 7, 5)",2,True,,249
401,False,72,"(4, 4, 5, 7, 6, 4)",2,True,,250
402,False,71,"(3, 4, 3, 3, 2, 5)",4,True,,251
403,False,81,"(3, 6, 7, 4, 4, 6)",7,True,,252
404,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,252
405,False,83,"(3, 7, 6, 3, 2, 4)",33,True,,253
406,False,81,"(3, 7, 5, 6, 6, 5)",49,True,,254
407,False,82,"(4, 4, 3, 7, 1, 6)",14,True,,255
408,False,69,"(5, 4, 6, 8, 2, 2)",13,True,,256
409,True,65,"(3, 6, 5, 8, 1, 2)",60,True,,257
410,False,71,"(4, 4, 5, 3, 4, 4)",3,False,duplicate,257
411,False,0,,,False,invalid_random_target,257
412,False,78,"(6, 5, 7, 5, 6, 5)",4,True,,258
413,False,81,"(2, 5, 5, 6, 3, 3)",1,True,,259
414,False,82,"(7, 5, 6, 5, 5, 6)",5,True,,260
415,True,65,"(3, 5, 7, 8, 1, 3)",20,True,,261
416,False,0,,,False,invalid_random_target,261
417,False,81,"(3, 6, 6, 3, 4, 5)",6,True,,262
418,True,65,"(3, 5, 6, 8, 1, 2)",13,True,,263
419,False,63,"(5, 4, 6, 4, 6, 3)",8,True,,264
420,False,83,"(3, 8, 5, 4, 2, 5)",5,True,,265
421,False,0,,,False,invalid_random_target,265
422,False,83,"(3, 7, 6, 4, 2, 3)",2,True,,266
423,False,0,,,False,invalid_random_target,266
424,False,63,"(3, 5, 5, 3, 2, 4)",7,True,,267
425,False,72,"(2, 4, 5, 8, 2, 2)",21,True,,268
426,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,268
427,False,72,"(4, 4, 4, 6, 6, 6)",40,True,,269
428,False,0,,,False,invalid_random_target,269
429,False,70,"(4, 4, 5, 8, 2, 3)",14,True,,270
430,False,0,,,False,invalid_random_target,270
431,False,83,"(6, 6, 5, 3, 5, 3)",10,True,,271
432,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,271
433,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,271
434,False,0,,,False,invalid_random_target,271
435,False,71,"(5, 4, 5, 6, 4, 6)",4,True,,272
436,False,31,"(4, 4, 6, 4, 4, 4)",1,True,,273
437,False,72,"(5, 4, 3, 7, 6, 3)",17,True,,274
438,False,83,"(4, 5, 3, 5, 2, 5)",2,True,,275
439,False,0,,,False,invalid_random_target,275
440,False,49,"(3, 5, 6, 7, 1, 4)",5,True,,276
441,False,77,"(5, 5, 4, 7, 6, 5)",57,False,duplicate,276
442,False,68,"(5, 5, 7, 2, 6, 3)",49,True,,277
443,False,0,,,False,invalid_random_target,277
444,False,80,"(2, 4, 6, 8, 2, 3)",18,True,,278
445,False,0,,,False,invalid_random_target,278
446,False,0,,,False,invalid_random_target,278
447,False,72,"(5, 4, 4, 7, 7, 3)",4,True,,279
448,False,83,"(3, 8, 4, 2, 3, 5)",54,True,,280
449,False,0,,,False,invalid_random_target,280
450,False,0,,,False,invalid_random_target,280
451,False,0,,,False,invalid_random_target,280
452,False,72,"(5, 5, 4, 7, 6, 3)",4,True,,281
453,False,69,"(5, 4, 6, 7, 2, 1)",20,True,,282
454,False,83,"(5, 5, 6, 4, 5, 3)",5,True,,283
455,False,82,"(2, 5, 5, 5, 2, 5)",3,True,,284
456,False,0,,,False,invalid_random_target,284
457,False,63,"(4, 4, 6, 4, 6, 4)",4,False,duplicate,284
458,False,68,"(5, 5, 7, 4, 6, 3)",6,True,,285
459,False,0,,,False,invalid_random_target,285
460,False,0,,,False,invalid_random_target,285
461,False,70,"(6, 5, 5, 5, 4, 6)",1,True,,286
462,False,0,,,False,invalid_random_target,286
